Attaching to 221_zk_1, 221_kafka_1, 221_connect_1
zk_1       | ZooKeeper JMX enabled by default
kafka_1    | [2019-07-01 12:38:57,425] INFO Completed load of log __consumer_offsets-40 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,434] INFO Completed load of log connect-offsets-9 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,442] INFO Completed load of log __consumer_offsets-34 with 1 log segments and log end offset 0 in 3 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,446] INFO Completed load of log connect-offsets-11 with 1 log segments and log end offset 0 in 3 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,448] INFO Completed load of log __consumer_offsets-14 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,455] INFO Completed load of log connect-status-2 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,462] INFO Completed load of log __consumer_offsets-24 with 1 log segments and log end offset 0 in 2 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,464] INFO Completed load of log __consumer_offsets-21 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,470] INFO Completed load of log connect-offsets-15 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,479] INFO Completed load of log connect-status-1 with 1 log segments and log end offset 6 in 5 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,488] INFO Completed load of log __consumer_offsets-26 with 1 log segments and log end offset 0 in 3 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,498] INFO Completed load of log __consumer_offsets-27 with 1 log segments and log end offset 0 in 2 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,505] INFO Completed load of log __consumer_offsets-11 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,524] INFO Completed load of log __consumer_offsets-20 with 1 log segments and log end offset 0 in 12 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,527] INFO Completed load of log __consumer_offsets-41 with 1 log segments and log end offset 11 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,530] INFO Completed load of log connect-offsets-23 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,532] INFO Completed load of log __consumer_offsets-12 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,534] INFO Completed load of log __consumer_offsets-10 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,536] INFO Completed load of log __consumer_offsets-2 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,538] INFO Completed load of log connect-offsets-3 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,540] INFO Completed load of log connect-offsets-0 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,543] INFO Completed load of log __consumer_offsets-38 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,550] INFO Completed load of log __consumer_offsets-6 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,557] INFO Completed load of log __consumer_offsets-1 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,578] INFO Completed load of log connect-offsets-16 with 1 log segments and log end offset 0 in 7 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,586] INFO Completed load of log __consumer_offsets-8 with 1 log segments and log end offset 0 in 5 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,596] INFO Completed load of log connect-offsets-21 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,605] INFO Completed load of log connect-configs-0 with 1 log segments and log end offset 1 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,611] INFO Completed load of log __consumer_offsets-29 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,629] INFO Completed load of log connect-offsets-6 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,632] INFO Completed load of log connect-offsets-1 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,634] INFO Completed load of log connect-offsets-4 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,635] INFO Completed load of log __consumer_offsets-19 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,637] INFO Completed load of log __consumer_offsets-5 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,638] INFO Completed load of log __consumer_offsets-0 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,642] INFO Completed load of log connect-status-3 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,644] INFO Completed load of log connect-offsets-18 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,646] INFO Completed load of log __consumer_offsets-17 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,648] INFO Completed load of log __consumer_offsets-44 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,649] INFO Completed load of log __consumer_offsets-15 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,650] INFO Completed load of log __consumer_offsets-4 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,652] INFO Completed load of log connect-offsets-12 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,653] INFO Completed load of log __consumer_offsets-16 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,660] INFO Completed load of log __consumer_offsets-25 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,663] INFO Completed load of log __consumer_offsets-47 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,665] INFO Completed load of log __consumer_offsets-46 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,667] INFO Completed load of log __consumer_offsets-48 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,668] INFO Completed load of log __consumer_offsets-36 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,670] INFO Completed load of log __consumer_offsets-28 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,671] INFO Completed load of log connect-offsets-20 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,672] INFO Completed load of log __consumer_offsets-30 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,675] INFO Completed load of log connect-offsets-10 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,677] INFO Completed load of log connect-status-0 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,679] INFO Completed load of log connect-offsets-8 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,680] INFO Completed load of log __consumer_offsets-43 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,682] INFO Completed load of log connect-offsets-17 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,683] INFO Completed load of log __consumer_offsets-22 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,685] INFO Completed load of log __consumer_offsets-35 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,689] INFO Completed load of log connect-offsets-7 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,691] INFO Completed load of log connect-offsets-24 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,692] INFO Completed load of log connect-offsets-22 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,693] INFO Completed load of log connect-offsets-14 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,695] INFO Completed load of log __consumer_offsets-39 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,696] INFO Completed load of log connect-offsets-2 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,698] INFO Completed load of log __consumer_offsets-45 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,699] INFO Completed load of log __consumer_offsets-37 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,701] INFO Completed load of log __consumer_offsets-33 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,703] INFO Completed load of log __consumer_offsets-23 with 1 log segments and log end offset 0 in 0 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,704] INFO Completed load of log __consumer_offsets-3 with 1 log segments and log end offset 0 in 1 ms (kafka.log.Log)
kafka_1    | [2019-07-01 12:38:57,707] INFO Logs loading complete in 414 ms. (kafka.log.LogManager)
kafka_1    | [2019-07-01 12:38:57,788] INFO Starting log cleanup with a period of 300000 ms. (kafka.log.LogManager)
kafka_1    | [2019-07-01 12:38:57,800] INFO Starting log flusher with a default period of 9223372036854775807 ms. (kafka.log.LogManager)
kafka_1    | [2019-07-01 12:38:57,901] INFO Awaiting socket connections on 0.0.0.0:9092. (kafka.network.Acceptor)
kafka_1    | [2019-07-01 12:38:57,906] INFO [Socket Server on Broker 0], Started 1 acceptor threads (kafka.network.SocketServer)
kafka_1    | [2019-07-01 12:38:57,935] INFO [ExpirationReaper-0], Starting  (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka_1    | [2019-07-01 12:38:57,937] INFO [ExpirationReaper-0], Starting  (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka_1    | [2019-07-01 12:38:57,978] INFO Creating /controller (is it secure? false) (kafka.utils.ZKCheckedEphemeral)
kafka_1    | [2019-07-01 12:38:58,125] INFO Result of znode creation is: OK (kafka.utils.ZKCheckedEphemeral)
kafka_1    | [2019-07-01 12:38:58,127] INFO 0 successfully elected as leader (kafka.server.ZookeeperLeaderElector)
connect_1  | [2019-07-01 12:38:59,970] INFO WorkerInfo values:
connect_1  |    jvm.args = -Xms256M, -Xmx2G, -XX:+UseG1GC, -XX:MaxGCPauseMillis=20, -XX:InitiatingHeapOccupancyPercent=35, -XX:+ExplicitGCInvokesConcurrent, -Djava.awt.headless=true, -Dcom.sun.management.jmxremote, -Djava.rmi.server.hostname=, -Dcom.sun.management.jmxremote.rmi.port=9999, -Dcom.sun.management.jmxremote.local.only=false, -Dcom.sun.management.jmxremote.authenticate=false, -Dcom.sun.management.jmxremote.ssl=false, -Dcom.sun.management.jmxremote.port=9999, -Dkafka.logs.dir=/opt/kafka_2.12-2.2.0/bin/../logs, -Dlog4j.configuration=file:/opt/kafka_2.12-2.2.0/bin/../config/connect-log4j.properties
connect_1  |    jvm.spec = Oracle Corporation, Java HotSpot(TM) 64-Bit Server VM, 1.8.0_92, 25.92-b14
connect_1  |    jvm.classpath = /opt/kafka_2.12-2.2.0/connectors/*:/opt/kafka_2.12-2.2.0/bin/../libs/activation-1.1.1.jar:/opt/kafka_2.12-2.2.0/bin/../libs/aopalliance-repackaged-2.5.0-b42.jar:/opt/kafka_2.12-2.2.0/bin/../libs/argparse4j-0.7.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/audience-annotations-0.5.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/commons-lang3-3.8.1.jar:/opt/kafka_2.12-2.2.0/bin/../libs/connect-api-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/connect-basic-auth-extension-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/connect-file-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/connect-json-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/connect-runtime-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/connect-transforms-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/guava-20.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/hk2-api-2.5.0-b42.jar:/opt/kafka_2.12-2.2.0/bin/../libs/hk2-locator-2.5.0-b42.jar:/opt/kafka_2.12-2.2.0/bin/../libs/hk2-utils-2.5.0-b42.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jackson-annotations-2.9.8.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jackson-core-2.9.8.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jackson-databind-2.9.8.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jackson-datatype-jdk8-2.9.8.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jackson-jaxrs-base-2.9.8.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jackson-jaxrs-json-provider-2.9.8.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jackson-module-jaxb-annotations-2.9.8.jar:/opt/kafka_2.12-2.2.0/bin/../libs/javassist-3.22.0-CR2.jar:/opt/kafka_2.12-2.2.0/bin/../libs/javax.annotation-api-1.2.jar:/opt/kafka_2.12-2.2.0/bin/../libs/javax.inject-1.jar:/opt/kafka_2.12-2.2.0/bin/../libs/javax.inject-2.5.0-b42.jar:/opt/kafka_2.12-2.2.0/bin/../libs/javax.servlet-api-3.1.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/javax.ws.rs-api-2.1.1.jar:/opt/kafka_2.12-2.2.0/bin/../libs/javax.ws.rs-api-2.1.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jaxb-api-2.3.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jersey-client-2.27.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jersey-common-2.27.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jersey-container-servlet-2.27.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jersey-container-servlet-core-2.27.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jersey-hk2-2.27.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jersey-media-jaxb-2.27.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jersey-server-2.27.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jetty-client-9.4.14.v20181114.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jetty-continuation-9.4.14.v20181114.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jetty-http-9.4.14.v20181114.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jetty-io-9.4.14.v20181114.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jetty-security-9.4.14.v20181114.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jetty-server-9.4.14.v20181114.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jetty-servlet-9.4.14.v20181114.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jetty-servlets-9.4.14.v20181114.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jetty-util-9.4.14.v20181114.jar:/opt/kafka_2.12-2.2.0/bin/../libs/jopt-simple-5.0.4.jar:/opt/kafka_2.12-2.2.0/bin/../libs/kafka-clients-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/kafka-log4j-appender-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/kafka-streams-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/kafka-streams-examples-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/kafka-streams-scala_2.12-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/kafka-streams-test-utils-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/kafka-tools-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/kafka_2.12-2.2.0-sources.jar:/opt/kafka_2.12-2.2.0/bin/../libs/kafka_2.12-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/log4j-1.2.17.jar:/opt/kafka_2.12-2.2.0/bin/../libs/lz4-java-1.5.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/maven-artifact-3.6.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/metrics-core-2.2.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/osgi-resource-locator-1.0.1.jar:/opt/kafka_2.12-2.2.0/bin/../libs/plexus-utils-3.1.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/reflections-0.9.11.jar:/opt/kafka_2.12-2.2.0/bin/../libs/rocksdbjni-5.15.10.jar:/opt/kafka_2.12-2.2.0/bin/../libs/scala-library-2.12.8.jar:/opt/kafka_2.12-2.2.0/bin/../libs/scala-logging_2.12-3.9.0.jar:/opt/kafka_2.12-2.2.0/bin/../libs/scala-reflect-2.12.8.jar:/opt/kafka_2.12-2.2.0/bin/../libs/slf4j-api-1.7.25.jar:/opt/kafka_2.12-2.2.0/bin/../libs/slf4j-log4j12-1.7.25.jar:/opt/kafka_2.12-2.2.0/bin/../libs/snappy-java-1.1.7.2.jar:/opt/kafka_2.12-2.2.0/bin/../libs/validation-api-1.1.0.Final.jar:/opt/kafka_2.12-2.2.0/bin/../libs/zkclient-0.11.jar:/opt/kafka_2.12-2.2.0/bin/../libs/zookeeper-3.4.13.jar:/opt/kafka_2.12-2.2.0/bin/../libs/zstd-jni-1.3.8-1.jar
connect_1  |    os.spec = Linux, amd64, 4.9.125-linuxkit
connect_1  |    os.vcpus = 2
connect_1  |  (org.apache.kafka.connect.runtime.WorkerInfo:71)
connect_1  | [2019-07-01 12:39:00,043] INFO Scanning for plugin classes. This might take a moment ... (org.apache.kafka.connect.cli.ConnectDistributed:89)
zk_1       | 2019-07-01 12:39:00,247 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100011c7a750001 type:delete cxid:0x122 zxid:0x29b txntype:-1 reqpath:n/a Error Path:/broker-0/admin/preferred_replica_election Error:KeeperErrorCode = NoNode for /broker-0/admin/preferred_replica_election
connect_1  | [2019-07-01 12:39:00,262] INFO Loading plugin from: /usr/local/share/kafka/plugins/kafka-connect-jdbc (org.apache.kafka.connect.runtime.isolation.DelegatingClassLoader:215)
kafka_1    | [2019-07-01 12:39:00,282] INFO New leader is 0 (kafka.server.ZookeeperLeaderElector$LeaderChangeListener)
kafka_1    | [2019-07-01 12:39:00,321] INFO [ExpirationReaper-0], Starting  (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka_1    | [2019-07-01 12:39:00,339] INFO [ExpirationReaper-0], Starting  (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka_1    | [2019-07-01 12:39:00,346] INFO [ExpirationReaper-0], Starting  (kafka.server.DelayedOperationPurgatory$ExpiredOperationReaper)
kafka_1    | [2019-07-01 12:39:00,402] INFO [GroupCoordinator 0]: Starting up. (kafka.coordinator.GroupCoordinator)
kafka_1    | [2019-07-01 12:39:00,412] INFO [GroupCoordinator 0]: Startup complete. (kafka.coordinator.GroupCoordinator)
kafka_1    | [2019-07-01 12:39:00,429] INFO [Group Metadata Manager on Broker 0]: Removed 0 expired offsets in 16 milliseconds. (kafka.coordinator.GroupMetadataManager)
kafka_1    | [2019-07-01 12:39:00,518] INFO Will not load MX4J, mx4j-tools.jar is not in the classpath (kafka.utils.Mx4jLoader$)
kafka_1    | [2019-07-01 12:39:00,662] INFO Creating /brokers/ids/0 (is it secure? false) (kafka.utils.ZKCheckedEphemeral)
zk_1       | 2019-07-01 12:39:00,666 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@653] - Got user-level KeeperException when processing sessionid:0x100011c7a750001 type:create cxid:0x131 zxid:0x29c txntype:-1 reqpath:n/a Error Path:/broker-0/brokers Error:KeeperErrorCode = NodeExists for /broker-0/brokers
